"NCBI_ID","Genome_ID","Accession_ID","Taxon_name","Attribute","Attribute_value","Attribute_source","Evidence","Frequency","Note","Rank","Parent_name","Parent_NCBI_ID","Parent_rank","Confidence_in_curation"
279010,NA,NA,"Bacillus licheniformis ATCC 14580","genome size",4222597,"Kegg","igc","usually",NA,"strain","Bacillus licheniformis",1402,"species","High"
288681,NA,NA,"Bacillus cereus E33L","genome size",5843235,"Kegg","igc","usually",NA,"strain","Bacillus cereus",1396,"species","High"
272624,NA,NA,"Legionella pneumophila subsp. pneumophila Philadelphia 1","genome size",3397754,"Kegg","igc","usually",NA,"strain","Legionella pneumophila",446,"species","High"
279010,NA,NA,"Bacillus licheniformis DSM 13 = ATCC 14580","genome size",4222645,"Kegg","igc","usually",NA,"strain","Bacillus licheniformis",1402,"species","High"
221988,NA,NA,"Mannheimia succiniciproducens","genome size",2314078,"Kegg","igc","usually",NA,"strain","[Mannheimia] succiniciproducens",157673,"species","High"
295405,NA,NA,"Bacteroides fragilis YCH46","genome size",5310990,"Kegg","igc","usually",NA,"strain","Bacteroides fragilis",817,"species","High"
272560,NA,NA,"Burkholderia pseudomallei K96243","genome size",7247547,"Kegg","igc","usually",NA,"strain","Burkholderia pseudomallei",28450,"species","High"
243160,NA,NA,"Burkholderia mallei ATCC 23344","genome size",5835527,"Kegg","igc","usually",NA,"strain","Burkholderia mallei",13373,"species","High"
243233,NA,NA,"Methylococcus capsulatus","genome size",3304561,"Kegg","igc","usually",NA,"strain","Methylococcus capsulatus",414,"species","High"
295358,NA,NA,"Mycoplasma hyopneumoniae 232","genome size",892758,"Kegg","igc","usually",NA,"strain","Mesomycoplasma hyopneumoniae",2099,"species","High"
247156,NA,NA,"Nocardia farcinica IFM 10152","genome size",6292344,"Kegg","igc","usually",NA,"strain","Nocardia farcinica",37329,"species","High"
297245,NA,NA,"Legionella pneumophila Lens","genome size",3405519,"Kegg","igc","usually",NA,"strain","Legionella pneumophila",446,"species","High"
297246,NA,NA,"Legionella pneumophila Paris","genome size",3635495,"Kegg","igc","usually",NA,"strain","Legionella pneumophila",446,"species","High"
272569,NA,NA,"Haloarcula marismortui","genome size",4274642,"Kegg","igc","usually",NA,"strain","Haloarcula marismortui",2238,"species","High"
299768,NA,NA,"Streptococcus thermophilus CNRZ1066","genome size",1796226,"Kegg","igc","usually",NA,"strain","Streptococcus thermophilus",1308,"species","High"
264199,NA,NA,"Streptococcus thermophilus LMG18311","genome size",1796846,"Kegg","igc","usually",NA,"strain","Streptococcus thermophilus",1308,"species","High"
177416,NA,NA,"Francisella tularensis subsp. tularensis SCHU S4","genome size",1892775,"Kegg","igc","usually",NA,"strain","Francisella tularensis",263,"species","High"
246200,NA,NA,"Ruegeria pomeroyi","genome size",4601048,"Kegg","igc","usually",NA,"strain","Ruegeria pomeroyi",89184,"species","High"
234826,NA,NA,"Anaplasma marginale St. Maries","genome size",1197687,"Kegg","igc","usually",NA,"strain","Anaplasma marginale",770,"species","High"
235909,NA,NA,"Geobacillus kaustophilus","genome size",3592666,"Kegg","igc","usually",NA,"strain","Geobacillus kaustophilus",1462,"species","High"
283942,NA,NA,"Idiomarina loihiensis L2TR","genome size",2839318,"Kegg","igc","usually",NA,"strain","Idiomarina loihiensis",135577,"species","High"
295319,NA,NA,"Salmonella enterica subsp. enterica serovar Paratyphi A ATCC9150","genome size",4585229,"Kegg","igc","usually",NA,"strain","Salmonella enterica",28901,"species","High"
300852,NA,NA,"Thermus thermophilus HB8","genome size",2116056,"Kegg","igc","usually",NA,"strain","Thermus thermophilus",274,"species","High"
264203,NA,NA,"Zymomonas mobilis subsp. mobilis ZM4","genome size",2056363,"Kegg","igc","usually",NA,"strain","Zymomonas mobilis",542,"species","High"
76114,NA,NA,"Aromatoleum aromaticum","genome size",4727255,"Kegg","igc","usually",NA,"strain","Aromatoleum aromaticum",551760,"species","High"
243164,NA,NA,"Dehalococcoides mccartyi 195","genome size",1469720,"Kegg","igc","usually",NA,"strain","Dehalococcoides mccartyi",61435,"species","High"
254945,NA,NA,"Ehrlichia ruminantium Welgevonden (South Africa)","genome size",1516355,"Kegg","igc","usually",NA,"strain","Ehrlichia ruminantium",779,"species","High"
93062,NA,NA,"Staphylococcus aureus subsp. aureus COL (MRSA)","genome size",2813862,"Kegg","igc","usually",NA,"strain","Staphylococcus aureus",1280,"species","High"
69014,NA,NA,"Thermococcus kodakarensis","genome size",2088737,"Kegg","igc","usually",NA,"strain","Thermococcus kodakarensis",311400,"species","High"
195099,NA,NA,"Campylobacter jejuni RM1221","genome size",1777831,"Kegg","igc","usually",NA,"strain","Campylobacter jejuni",197,"species","High"
66692,NA,NA,"Bacillus clausii","genome size",4303871,"Kegg","igc","usually",NA,"strain","Alkalihalobacillus clausii",79880,"species","High"
176279,NA,NA,"Staphylococcus epidermidis RP62A","genome size",2643840,"Kegg","igc","usually",NA,"strain","Staphylococcus epidermidis",1282,"species","High"
290633,NA,NA,"Gluconobacter oxydans 621H","genome size",2922384,"Kegg","igc","usually",NA,"strain","Gluconobacter oxydans",442,"species","High"
272621,NA,NA,"Lactobacillus acidophilus NCFM","genome size",1993560,"Kegg","igc","usually",NA,"strain","Lactobacillus acidophilus",1579,"species","High"
302409,NA,NA,"Ehrlichia ruminantium Gardel","genome size",1499920,"Kegg","igc","usually",NA,"strain","Ehrlichia ruminantium",779,"species","High"
254945,NA,NA,"Ehrlichia ruminantium Welgevonden (France)","genome size",1512977,"Kegg","igc","usually",NA,"strain","Ehrlichia ruminantium",779,"species","High"
292805,NA,NA,"Wolbachia wBm (Brugia malayi)","genome size",1080084,"Kegg","igc","usually",NA,"strain","Wolbachia endosymbiont of Brugia malayi",80849,"species","High"
291331,NA,NA,"Xanthomonas oryzae pv. oryzae KACC 10331","genome size",4941439,"Kegg","igc","usually",NA,"strain","Xanthomonas oryzae",347,"species","High"
312309,NA,NA,"Aliivibrio fischeri ES114","genome size",4273718,"Kegg","igc","usually",NA,"strain","Aliivibrio fischeri",668,"species","High"
242231,NA,NA,"Neisseria gonorrhoeae FA 1090","genome size",2153922,"Kegg","igc","usually",NA,"strain","Neisseria gonorrhoeae",485,"species","High"
272559,NA,NA,"Bacteroides fragilis NCTC9343","genome size",5241700,"Kegg","igc","usually",NA,"strain","Bacteroides fragilis",817,"species","High"
321314,NA,NA,"Salmonella enterica subsp. enterica serovar Choleraesuis","genome size",4944000,"Kegg","igc","usually",NA,"strain","Salmonella enterica",28901,"species","High"
262698,NA,NA,"Brucella abortus bv. 1 9-941","genome size",3286445,"Kegg","igc","usually",NA,"strain","Brucella abortus",235,"species","High"
218497,NA,NA,"Chlamydia abortus S26/3","genome size",1144377,"Kegg","igc","usually",NA,"strain","Chlamydia abortus",83555,"species","High"
196627,NA,NA,"Corynebacterium glutamicum ATCC 13032 (Bielefeld)","genome size",3282708,"Kegg","igc","usually",NA,"strain","Corynebacterium glutamicum",1718,"species","High"
205918,NA,NA,"Pseudomonas syringae pv. syringae B728a","genome size",6093698,"Kegg","igc","usually",NA,"strain","Pseudomonas syringae",317,"species","High"
314565,NA,NA,"Xanthomonas campestris pv. campestris 8004","genome size",5148708,"Kegg","igc","usually",NA,"strain","Xanthomonas campestris",339,"species","High"
281310,NA,NA,"Haemophilus influenzae 86-028NP (nontypeable)","genome size",1914490,"Kegg","igc","usually",NA,"strain","Haemophilus influenzae",727,"species","High"
220664,NA,NA,"Pseudomonas protegens Pf-5","genome size",7074893,"Kegg","igc","usually",NA,"strain","Pseudomonas protegens",380021,"species","High"
279808,NA,NA,"Staphylococcus haemolyticus JCSC1435","genome size",2697861,"Kegg","igc","usually",NA,"strain","Staphylococcus haemolyticus",1283,"species","High"
330779,NA,NA,"Sulfolobus acidocaldarius DSM 639","genome size",2225959,"Kegg","igc","usually",NA,"strain","Sulfolobus acidocaldarius",2285,"species","High"
315456,NA,NA,"Rickettsia felis","genome size",1587240,"Kegg","igc","usually",NA,"strain","Rickettsia felis",42862,"species","High"
306537,NA,NA,"Corynebacterium jeikeium","genome size",2476822,"Kegg","igc","usually",NA,"strain","Corynebacterium jeikeium",38289,"species","High"
259536,NA,NA,"Psychrobacter arcticus","genome size",2650701,"Kegg","igc","usually",NA,"strain","Psychrobacter arcticus",334543,"species","High"
335992,NA,NA,"Candidatus Pelagibacter ubique","genome size",1308759,"Kegg","igc","usually",NA,"strain","Candidatus Pelagibacter ubique",198252,"species","High"
167879,NA,NA,"Colwellia psychrerythraea","genome size",5373180,"Kegg","igc","usually",NA,"strain","Colwellia psychrerythraea",28229,"species","High"
159087,NA,NA,"Dechloromonas aromatica","genome size",4501104,"Kegg","igc","usually",NA,"strain","Dechloromonas aromatica",259537,"species","High"
262719,NA,NA,"Mycoplasma hyopneumoniae J","genome size",897405,"Kegg","igc","usually",NA,"strain","Mesomycoplasma hyopneumoniae",2099,"species","High"
262723,NA,NA,"Mycoplasma synoviae 53","genome size",799476,"Kegg","igc","usually",NA,"strain","Mycoplasmopsis synoviae",2109,"species","High"
293653,NA,NA,"Streptococcus pyogenes MGAS5005 (serotype M1)","genome size",1838562,"Kegg","igc","usually",NA,"strain","Streptococcus pyogenes",1314,"species","High"
319701,NA,NA,"Streptococcus pyogenes MGAS6180 (serotype M28)","genome size",1897573,"Kegg","igc","usually",NA,"strain","Streptococcus pyogenes",1314,"species","High"
262722,NA,NA,"Mycoplasma hyopneumoniae 7448","genome size",920079,"Kegg","igc","usually",NA,"strain","Mesomycoplasma hyopneumoniae",2099,"species","High"
269800,NA,NA,"Thermobifida fusca","genome size",3642249,"Kegg","igc","usually",NA,"strain","Thermobifida fusca",2021,"species","High"
264730,NA,NA,"Pseudomonas savastanoi pv. phaseolicola 1448A","genome size",6112448,"Kegg","igc","usually",NA,"strain","Pseudomonas savastanoi",29438,"species","High"
59920,NA,NA,"Prochlorococcus marinus NATL2A","genome size",1842899,"Kegg","igc","usually",NA,"strain","Prochlorococcus marinus",1219,"species","High"
264198,NA,NA,"Ralstonia eutropha JMP134","genome size",7255290,"Kegg","igc","usually",NA,"strain","Cupriavidus pinatubonensis",248026,"species","High"
342451,NA,NA,"Staphylococcus saprophyticus","genome size",2577899,"Kegg","igc","usually",NA,"strain","Staphylococcus saprophyticus",29385,"species","High"
269484,NA,NA,"Ehrlichia canis","genome size",1315030,"Kegg","igc","usually",NA,"strain","Ehrlichia canis",944,"species","High"
269797,NA,NA,"Methanosarcina barkeri Fusaro","genome size",4873766,"Kegg","igc","usually",NA,"strain","Methanosarcina barkeri",2208,"species","High"
291272,NA,NA,"Candidatus Blochmannia pennsylvanicus (Camponotus pennsylvanicus)","genome size",791654,"Kegg","igc","usually",NA,"strain","Candidatus Blochmannia pennsylvanicus",101534,"species","High"
255470,NA,NA,"Dehalococcoides mccartyi CBDB1","genome size",1395502,"Kegg","igc","usually",NA,"strain","Dehalococcoides mccartyi",61435,"species","High"
300269,NA,NA,"Shigella sonnei Ss046","genome size",5055316,"Kegg","igc","usually",NA,"strain","Shigella sonnei",624,"species","High"
292415,NA,NA,"Thiobacillus denitrificans","genome size",2909809,"Kegg","igc","usually",NA,"strain","Thiobacillus denitrificans",36861,"species","High"
323098,NA,NA,"Nitrobacter winogradskyi","genome size",3402093,"Kegg","igc","usually",NA,"strain","Nitrobacter winogradskyi",913,"species","High"
240292,NA,NA,"Trichormus variabilis","genome size",7105752,"Kegg","igc","usually",NA,"strain","Trichormus variabilis",264691,"species","High"
205921,NA,NA,"Streptococcus agalactiae A909 (serotype Ia)","genome size",2127839,"Kegg","igc","usually",NA,"strain","Streptococcus agalactiae",1311,"species","High"
348780,NA,NA,"Natronomonas pharaonis","genome size",2749696,"Kegg","igc","usually",NA,"strain","Natronomonas pharaonis",2257,"species","High"
315277,NA,NA,"Chlamydia trachomatis A/HAR-13","genome size",1051969,"Kegg","igc","usually",NA,"strain","Chlamydia trachomatis",813,"species","High"
323261,NA,NA,"Nitrosococcus oceani","genome size",3522111,"Kegg","igc","usually",NA,"strain","Nitrosococcus oceani",1229,"species","High"
326442,NA,NA,"Pseudoalteromonas haloplanktis","genome size",3850272,"Kegg","igc","usually",NA,"strain","Pseudoalteromonas translucida",166935,"species","High"
205922,NA,NA,"Pseudomonas fluorescens Pf0-1","genome size",6438405,"Kegg","igc","usually",NA,"strain","Pseudomonas fluorescens",294,"species","High"
272943,NA,NA,"Rhodobacter sphaeroides 2.4.1","genome size",4602977,"Kegg","igc","usually",NA,"strain","Cereibacter sphaeroides",1063,"species","High"
338963,NA,NA,"Pelobacter carbinolicus","genome size",3665893,"Kegg","igc","usually",NA,"strain","Syntrophotalea carbinolica",19,"species","High"
482957,NA,NA,"Burkholderia lata","genome size",8676277,"Kegg","igc","usually",NA,"species","Burkholderia",32008,"genus","High"
246194,NA,NA,"Carboxydothermus hydrogenoformans","genome size",2401520,"Kegg","igc","usually",NA,"strain","Carboxydothermus hydrogenoformans",129958,"species","High"
316273,NA,NA,"Xanthomonas campestris pv. vesicatoria","genome size",5420152,"Kegg","igc","usually",NA,"strain","Xanthomonas euvesicatoria",456327,"species","High"
320372,NA,NA,"Burkholderia pseudomallei 1710b","genome size",7308054,"Kegg","igc","usually",NA,"strain","Burkholderia pseudomallei",28450,"species","High"
340177,NA,NA,"Chlorobium chlorochromatii","genome size",2572079,"Kegg","igc","usually",NA,"strain","Chlorobium chlorochromatii",337090,"species","High"
319225,NA,NA,"Chlorobium luteolum","genome size",2364842,"Kegg","igc","usually",NA,"strain","Pelodictyon luteolum",1100,"species","High"
110662,NA,NA,"Synechococcus sp. CC9605","genome size",2510659,"Kegg","igc","usually",NA,"species","Synechococcus",1129,"genus","High"
316279,NA,NA,"Synechococcus sp. CC9902","genome size",2234828,"Kegg","igc","usually",NA,"species","Synechococcus",1129,"genus","High"
207559,NA,NA,"Desulfovibrio alaskensis","genome size",3730232,"Kegg","igc","usually",NA,"strain","Oleidesulfovibrio alaskensis",58180,"species","High"
269799,NA,NA,"Geobacter metallireducens","genome size",4011182,"Kegg","igc","usually",NA,"strain","Geobacter metallireducens",28232,"species","High"
317025,NA,NA,"Hydrogenovibrio crunogenus","genome size",2427734,"Kegg","igc","usually",NA,"strain","Hydrogenovibrio crunogenus",39765,"species","High"
74546,NA,NA,"Prochlorococcus marinus MIT 9312","genome size",1709204,"Kegg","igc","usually",NA,"strain","Prochlorococcus marinus",1219,"species","High"
326298,NA,NA,"Sulfurimonas denitrificans","genome size",2201561,"Kegg","igc","usually",NA,"strain","Sulfurimonas denitrificans",39766,"species","High"
314315,NA,NA,"Lactobacillus sakei","genome size",1884661,"Kegg","igc","usually",NA,"strain","Latilactobacillus sakei",1599,"species","High"
1140,NA,NA,"Synechococcus elongatus PCC7942","genome size",2742269,"Kegg","igc","usually",NA,"strain","Synechococcus elongatus",32046,"species","High"
300268,NA,NA,"Shigella boydii Sb227","genome size",4646520,"Kegg","igc","usually",NA,"strain","Shigella boydii",621,"species","High"
323848,NA,NA,"Nitrosospira multiformis","genome size",3234309,"Kegg","igc","usually",NA,"strain","Nitrosospira multiformis",1231,"species","High"
273036,NA,NA,"Staphylococcus aureus RF122","genome size",2742531,"Kegg","igc","usually",NA,"strain","Staphylococcus aureus",1280,"species","High"
359391,NA,NA,"Brucella abortus 2308","genome size",3278307,"Kegg","igc","usually",NA,"strain","Brucella abortus",235,"species","High"
342108,NA,NA,"Magnetospirillum magneticum","genome size",4967148,"Kegg","igc","usually",NA,"strain","Magnetospirillum magneticum",84159,"species","High"
300267,NA,NA,"Shigella dysenteriae Sd197","genome size",4560911,"Kegg","igc","usually",NA,"strain","Shigella dysenteriae",622,"species","High"
349521,NA,NA,"Hahella chejuensis","genome size",7215267,"Kegg","igc","usually",NA,"strain","Hahella chejuensis",158327,"species","High"
264732,NA,NA,"Moorella thermoacetica","genome size",2628784,"Kegg","igc","usually",NA,"strain","Moorella thermoacetica",1525,"species","High"
340047,NA,NA,"Mycoplasma capricolum subsp. capricolum ATCC 27343","genome size",1010023,"Kegg","igc","usually",NA,"strain","Mycoplasma capricolum",2095,"species","High"
269796,NA,NA,"Rhodospirillum rubrum ATCC 11170","genome size",4406557,"Kegg","igc","usually",NA,"strain","Rhodospirillum rubrum",1085,"species","High"
271848,NA,NA,"Burkholderia thailandensis E264","genome size",6723972,"Kegg","igc","usually",NA,"strain","Burkholderia thailandensis",57975,"species","High"
309807,NA,NA,"Salinibacter ruber DSM 13855","genome size",3587328,"Kegg","igc","usually",NA,"strain","Salinibacter ruber",146919,"species","High"
339860,NA,NA,"Methanosphaera stadtmanae","genome size",1767403,"Kegg","igc","usually",NA,"strain","Methanosphaera stadtmanae",2317,"species","High"
322098,NA,NA,"Aster yellows witches'-broom phytoplasma AYWB","genome size",723970,"Kegg","igc","usually",NA,"strain","Aster yellows witches'-broom phytoplasma",229545,"species","High"
314225,NA,NA,"Erythrobacter litoralis HTCC2594","genome size",3052398,"Kegg","igc","usually",NA,"strain","Erythrobacter litoralis",39960,"species","High"
343509,NA,NA,"Sodalis glossinidius (Glossina spp.)","genome size",4292502,"Kegg","igc","usually",NA,"strain","Sodalis glossinidius",63612,"species","High"
